id;Наименование продукта
3999;Грибы, шитаки, жаренные с помешиванием
4000;Грибы, шитаки, приготовленные, без соли
4001;Грибы, шитаки, приготовленные, с солью
4002;Грибы, шитаки, сушеные
4003;Грибы, шитаки, сырые
4004;Джут, листья, вареные, со сливом, без доб. соли
4005;Джут, листья, вареные, со сливом, с доб. соли
4006;Джут, листья, сырая
4007;Драники картофельные по 1-242
4008;Древовидный папоротник, вареный, без соли
4009;Древовидный папоротник, вареный, с солью
4010;Дробленые томаты (помидоры), консервированные
4011;Дрожжевой экстракт паста-спред
4012;Жеруха, кресс водяной, сырой
4013;Зеленые соевые бобы, замороженные, неприготовленные
4014;Зеленые соевые бобы, замороженные, приготовленные
4015;Зразы картофельные по 1-232
4016;Икра из баклажанов, консервы
4017;Икра из кабачков, консервы
4018;Икра кабачковая по 1-92
4019;Икра свекольная по 1-96
4020;Имбирь корень, сырой
4021;Кабачки
4022;Кабачки жареные по 1-238
4023;Кабачки запеченные по 1-258
4024;Кабачки припущенные по 1-216
